accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.006316992,-0.106842816,0
0.007140672,-0.105743232,0
0.00576864,-0.104095296,0
0.007140672,-0.103271616,0
0.006316992,-0.101623104,0
0.006042816,-0.1008,0
0.006591168,-0.099151488,0
0.006318144,-0.098327808,0
0.006316416,-0.096679296,0
0.006316992,-0.095856192,0
0.006317568,-0.094481856,0
0.00604224,-0.092835072,0
0.006317568,-0.092559744,0
0.00604224,-0.090087552,0
0.00604224,-0.089813376,0
0.006042816,-0.088439616,0
0.00604224,-0.08651808,0
0.005768064,-0.085967424,0
0.006591744,-0.084869568,0
0.005217984,-0.08294688,0
0.006317568,-0.082122624,0
0.005493312,-0.081298944,0
0.00604224,-0.079101504,0
0.005768064,-0.078552,0
0.005767488,-0.077179392,0
0.005493312,-0.07553088,0
0.006042816,-0.075256128,0
0.005217984,-0.073059264,0
0.005768064,-0.072235008,0
0.005768064,-0.071136576,0
0.005217984,-0.069763392,0
0.005493312,-0.06811488,0
0.005768064,-0.067565952,0
0.00521856,-0.065918016,0
0.00521856,-0.065094336,0
0.005767488,-0.063171072,0
0.00521856,-0.062622144,0
0.004943808,-0.060973632,0
0.005493312,-0.0596016,0
0.00521856,-0.058776192,0
0.005217984,-0.05740416,0
0.005219136,-0.056304576,0
0.004943808,-0.054382464,0
0.004943232,-0.054107712,0
0.005219136,-0.0524592,0
0.004943808,-0.050812416,0
0.004943232,-0.050537088,0
0.005219136,-0.0486144,0
0.004669056,-0.04724064,0
0.004943808,-0.046692288,0
0.004669056,-0.044494848,0
0.004944384,-0.044220096,0
0.00466848,-0.04202208,0
0.004944384,-0.04174848,0
0.004394304,-0.039825216,0
0.004943808,-0.039276288,0
0.004394304,-0.0373536,0
0.004669632,-0.036254592,0
0.004394304,-0.035431488,0
0.004394304,-0.033507648,0
0.004944384,-0.033234048,0
0.004119552,-0.031036032,0
0.004669056,-0.03048768,0
0.004120128,-0.02856384,0
0.00439488,-0.028289664,0
0.004393728,-0.0260928,0
0.00439488,-0.02526912,0
0.004120128,-0.024443712,0
0.004119552,-0.022248,0
0.003845376,-0.021972096,0
0.004394304,-0.020049984,0
0.004120128,-0.019501056,0
0.004394304,-0.017578368,0
0.0035712,-0.01647936,0
0.004118976,-0.015655104,0
0.00439488,-0.014282496,0
0.003570624,-0.012359808,0
0.003570624,-0.01208448,0
0.004120128,-0.010437696,0
0.0038448,-0.009337536,0
0.003845376,-0.007691328,0
0.003570048,-0.00686592,0
0.003845952,-0.005493312,0
0.003570048,-0.004119552,0
0.003570624,-0.003296448,0
0.003845376,-0.00164736,0
0.003295872,-0.001099008,0
0.004120128,0.001373184,0
0.00302112,0.001922688,0
0.003295296,0.002472192,0
0.0035712,0.004669056,0
0.003570624,0.005768064,0
0.003295296,0.00686592,0
0.003296448,0.007965504,0
0.003295872,0.009612864,0
0.003295296,0.010162368,0
0.003021696,0.011810304,0
0.003570624,0.012908736,0
0.002746368,0.014557248,0
0.003296448,0.015380928,0
0.003295296,0.016753536,0
0.002472192,0.01785312,0
0.0038448,0.018951552,0
0.002198016,0.021148416,0
0.003295296,0.02087424,0
0.00302112,0.023346432,0
0.002472192,0.023894208,0
0.003021696,0.025543872,0
0.003020544,0.026366976,0
0.002472192,0.028015488,0
0.002746944,0.029113344,0
0.002745792,0.030487104,0
0.002746944,0.031036608,0
0.002746944,0.033233472,0
0.002196864,0.033782976,0
0.002746944,0.035430912,0
0.002745792,0.036255168,0
0.002198016,0.037902528,0
0.002471616,0.038726784,0
0.002472192,0.04037472,0
0.002471616,0.041198976,0
0.00219744,0.04257216,0
0.002472192,0.044494272,0
0.001922112,0.044769024,0
0.002746944,0.04614336,0
0.001922112,0.047790144,0
0.00219744,0.0486144,0
0.00219744,0.050537088,0
0.001922688,0.051086592,0
0.00219744,0.052733952,0
0.001922112,0.05300928,0
0.00219744,0.055755648,0
0.001922688,0.0560304,0
0.001647936,0.057403584,0
0.00219744,0.058776768,0
0.001922112,0.059875776,0
0.00137376,0.061248384,0
0.002196864,0.06207264,0
0.001647936,0.06427008,0
0.001648512,0.064270656,0
0.00164736,0.06674112,0
0.001923264,0.067017024,0
0.001372608,0.068664384,0
0.001648512,0.069763392,0
0.001372608,0.071410752,0
0.001648512,0.07168608,0
0.001098432,0.073608768,0
0.001922688,0.075255552,0
0.001373184,0.075806208,0
0.001099008,0.077178816,0
0.001372608,0.078003072,0
0.00137376,0.080199936,0
0.001373184,0.081024192,0
0.001099008,0.082122624,0
0.001372608,0.083222208,0
0.001099008,0.08459424,0
0.001098432,0.086242176,0
0.000824256,0.087067584,0
0.001373184,0.087890112,0
0.000824256,0.090087552,0
0.001097856,0.09036288,0
0.000824832,0.092697408,0
0.001097856,0.092696832,0
0.00055008,0.094620096,0
0.001097856,0.095855616,0
0.000824832,0.096954048,0
0.000548928,0.09860256,0
0.00082368,0.099013824,0
0.001099008,0.100662912,0
0.000274176,0.102172608,0
0.000549504,0.103133952,0
0.000824256,0.104507712,0
0.000274752,0.10505664,0
0.00082368,0.107391168,0
0.000549504,0.108215424,0
0.000274176,0.109313856,0
0.000275328,0.110138112,0
0.000548928,0.112335552,0
0.000274752,0.112609152,0
0.000274752,0.114532992,0
0.000548928,0.115356096,0
5.76E-07,0.116730432,0
0.000274176,0.118102464,0
0.000549504,0.119750976,0
-0.000274752,0.119750976,0
-5.12E-13,0.121673664,0
0.000274752,0.123046848,0
0,0.124557696,0
0.134308224,0.104369472,0
0.267242112,0.0839088,0
0.264770496,0.08335872,0
0.262847808,0.0823968,0
0.260376192,0.082123776,0
0.257903424,0.081160704,0
0.25625664,0.080475264,0
0.253509696,0.079788096,0
0.251586432,0.079376256,0
0.249115392,0.078277248,0
0.246917376,0.077865984,0
0.244721088,0.077178816,0
0.242247744,0.076492224,0
0.24060096,0.075943296,0
0.237579264,0.074844288,0
0.235931328,0.074569536,0
0.233734464,0.073745856,0
0.23098752,0.073058688,0
0.22879008,0.072372672,0
0.227142144,0.071823168,0
0.224396352,0.070861824,0
0.221923008,0.070587648,0
0.220276224,0.06976224,0
0.217804608,0.068802624,0
0.215331264,0.06852672,0
0.213409728,0.067428864,0
0.211211712,0.067154112,0
0.20846592,0.066192192,0
0.206817984,0.065780928,0
0.204070464,0.064819584,0
0.202148928,0.064269504,0
0.19967616,0.063721152,0
0.197754048,0.06289632,0
0.195007104,0.062210304,0
0.193359744,0.061660224,0
0.190886976,0.060700032,0
0.188141184,0.060150528,0
0.186767424,0.059737536,0
0.184021056,0.058914432,0
0.181824192,0.0580896,0
0.179626176,0.05740416,0
0.177153984,0.056854656,0
0.175232448,0.056304,0
0.173034432,0.05520672,0
0.170563392,0.054931968,0
0.167815296,0.054107136,0
0.166718016,0.05342112,0
0.163971072,0.05259744,0
0.161224128,0.052322112,0
0.159850944,0.051498432,0
0.156829824,0.050537088,0
0.154907712,0.049987584,0
0.152709696,0.049438656,0
0.150237504,0.048752064,0
0.14859072,0.047927808,0
0.1458432,0.047378304,0
0.143371584,0.046691712,0
0.141449472,0.046005696,0
0.139526208,0.045180864,0
0.136779264,0.044632512,0
0.134582976,0.044082432,0
0.13238496,0.043258176,0
0.130188096,0.042435072,0
0.12854016,0.042022656,0
0.125244288,0.041198976,0
0.123595776,0.040649472,0
0.12112416,0.039687552,0
0.119202048,0.03955104,0
0.116455104,0.038452608,0
0.114807168,0.037627776,0
0.112060224,0.037215936,0
0.10986336,0.036667008,0
0.107940672,0.035705664,0
0.105469056,0.035019072,0
0.103271616,0.034743744,0
0.1010736,0.033646464,0
0.09860256,0.033095808,0
0.096679872,0.032409792,0
0.094481856,0.031722624,0
0.09173664,0.031174272,0
0.090087552,0.03034944,0
0.087066432,0.029662848,0
0.085968,0.02911392,0
0.082397952,0.028564992,0
0.08157312,0.027465408,0
0.078002496,0.027053568,0
0.076355712,0.026367552,0
0.074157696,0.025543296,0
0.07195968,0.02513088,0
0.069763968,0.024170112,0
0.067016448,0.023620608,0
0.06509376,0.023071104,0
0.063171648,0.022247424,0
0.060424704,0.021560832,0
0.057952512,0.021011328,0
0.056854656,0.020187072,0
0.053284032,0.019363968,0
0.052184448,0.019088064,0
0.048889152,0.017990784,0
0.047516544,0.01771488,0
0.044768448,0.016754112,0
0.042572736,0.016205184,0
0.040648896,0.015518016,0
0.037903104,0.014969088,0
0.035705088,0.014007744,0
0.034333056,0.013457664,0
0.03076128,0.012772224,0
0.029662848,0.012221568,0
0.026917056,0.011261376,0
0.02471904,0.01084896,0
0.021972672,0.01002528,0
0.02032416,0.009338112,0
0.018127872,0.008926272,0
0.015930432,0.007828416,0
0.01345824,0.007414848,0
0.010711296,0.00659232,0
0.009338688,0.006316992,0
0.006591168,0.005081472,0
0.004944384,0.004669056,0
0.001647936,0.003982464,0
0.000549504,0.00343296,0
-0.002746944,0.002609856,0
-0.004119552,0.001922112,0
-0.00659232,0.001098432,0
-0.009612288,0.000824832,0
-0.0109872,-0.000275328,0
-0.013457664,-0.000549504,0
-0.015106176,-0.00164736,0
-0.018402048,-0.002060352,0
-0.020600064,-0.002746368,0
-0.022521024,-0.003707712,0
-0.023895936,-0.003708288,0
-0.027191232,-0.005355648,0
-0.029937024,-0.005080896,0
-0.030212928,-0.006455232,0
-0.03515616,-0.006728256,0
-0.034607232,-0.007553664,0
-0.038451456,-0.00823968,0
-0.040650048,-0.008926272,0
-0.042846336,-0.009338112,0
-0.044494848,-0.010574784,0
-0.047790144,-0.01084896,0
-0.04779072,-0.011397888,0
-0.053284032,-0.012497472,0
-0.05383296,-0.012908736,0
-0.054931392,-0.013595328,0
-0.059326272,-0.014282496,0
-0.060424704,-0.014969088,0
-0.062622144,-0.015929856,0
-0.065368512,-0.01606752,0
-0.067016448,-0.017303616,0
-0.069763392,-0.017440704,0
-0.071960832,-0.018539136,0
-0.07415712,-0.018952128,0
-0.076355136,-0.019774656,0
-0.078552576,-0.020325312,0
-0.08074944,-0.021285504,0
-0.082397376,-0.02169792,0
-0.086242176,-0.022522752,0
-0.086792832,-0.022795776,0
-0.09063648,-0.023895936,0
-0.091736064,-0.02471904,0
-0.093933504,-0.02471904,0
-0.0972288,-0.026229888,0
-0.097777728,-0.026366976,0
-0.10217376,-0.027328896,0
-0.102172032,-0.027877824,0
-0.10601856,-0.028564416,0
-0.108764928,-0.029113344,0
-0.108763776,-0.029663424,0
-0.112061376,-0.030898944,0
-0.115356096,-0.031173696,0
-0.1159056,-0.031860864,0
-0.119751552,-0.032821056,0
-0.120848832,-0.033234048,0
-0.123596928,-0.033507648,0
-0.125243712,-0.034881984,0
-0.127990656,-0.035568576,0
-0.1307376,-0.035705088,0
-0.132934464,-0.03694176,0
-0.133483392,-0.037078848,0
-0.137878848,-0.03817728,0
-0.13897728,-0.038589696,0
-0.141174144,-0.039550464,0
-0.143921088,-0.039963456,0
-0.145018944,-0.040923648,0
-0.1494144,-0.0411984,0
-0.150512832,-0.04216032,0
-0.151611264,-0.04257216,0
-0.154907136,-0.043533504,0
-0.158203008,-0.044494272,0
-0.158203584,-0.044494848,0
-0.162597312,-0.045317952,0
-0.16369632,-0.046692864,0
-0.16589376,-0.046416384,0
-0.168639552,-0.047516544,0
-0.17028864,-0.048339648,0
-0.173034432,-0.048751488,0
-0.175231872,-0.049713408,0
-0.176880384,-0.049850496,0
-0.180175104,-0.05122368,0
-0.181274688,-0.051498432,0
-0.18457056,-0.052047936,0
-0.185668416,-0.053420544,0
-0.189514944,-0.053421696,0
-0.19006272,-0.054107136,0
-0.193909248,-0.055069056,0
-0.195007104,-0.055480896,0
-0.197204544,-0.056305152,0
-0.200500416,-0.057403584,0
-0.20104992,-0.057540672,0
-0.204345216,-0.057953088,0
-0.206543808,-0.059325696,0
-0.21093696,-0.059738688,0
-0.207641664,-0.060424704,0
-0.216430848,-0.060973632,0
-0.212585472,-0.061661376,0
-0.219726144,-0.062759232,0
-0.21972672,-0.062759232,0
-0.220825728,-0.063721152,0
-0.226867392,-0.064681344,0
-0.225219456,-0.065094336,0
-0.229064832,-0.065506176,0
-0.231811776,-0.067016448,0
-0.23236128,-0.066742272,0
-0.237303936,-0.067977216,0
-0.237305088,-0.068390208,0
-0.240600384,-0.069351552,0
-0.24060096,-0.069625152,0
-0.247192128,-0.070999488,0
-0.244995264,-0.070999488,0
-0.251037504,-0.071685504,0
-0.249389568,-0.0729216,0
-0.25488288,-0.0729216,0
-0.255431808,-0.074020608,0
-0.25927776,-0.07511904,0
-0.259826688,-0.0747072,0
-0.262573056,-0.07594272,0
-0.264220992,-0.077042304,0
-0.268066368,-0.07717824,0
-0.134033472,-0.07772832,0
0,-0.077041728,0
0,-0.076492224,0
0,-0.075668544,0
0,-0.0747072,0
0,-0.07374528,0
0,-0.073196352,0
0,-0.072372672,0
0,-0.071548416,0
0,-0.070587648,0
0,-0.070036992,0
0,-0.068802624,0
0,-0.068389632,0
0,-0.067428288,0
0,-0.066742272,0
0,-0.065643264,0
0,-0.064956672,0
0,-0.064407168,0
0,-0.063308736,0
0.000548928,-0.062347392,0
-0.000548928,-0.061935552,0
0,-0.060974208,0
0,-0.060012864,0
0,-0.05946336,0
0,-0.058364928,0
0,-0.057815424,0
0,-0.056716992,0
0,-0.056167488,0
0,-0.055206144,0
0,-0.05438304,0
0,-0.05369472,0
0,-0.052735104,0
0,-0.05204736,0
0,-0.051361344,0
0,-0.050125248,0
0,-0.049712832,0
0,-0.0486144,0
0,-0.048065472,0
0,-0.047103552,0
0,-0.046280448,0
0,-0.045592704,0
0,-0.044494848,0
0,-0.043945344,0
0,-0.043121088,0
0,-0.042297984,0
0,-0.041335488,0
0,-0.040649472,0
0,-0.039825792,0
0,-0.03900096,0
0,-0.038177856,0
0,-0.0373536,0
0,-0.036666432,0
0,-0.035568576,0
0,-0.03515616,0
0,-0.034057728,0
0,-0.033233472,0
0,-0.032409792,0
0,-0.031860288,0
0,-0.030898944,0
0,-0.0299376,0
0.000549504,-0.029251584,0
-0.000549504,-0.028564416,0
0,-0.027465408,0
0,-0.026917056,0
0,-0.02595456,0
0,-0.02526912,0
0,-0.024169536,0
0,-0.023757696,0
0,-0.022797504,0
-0.000549504,-0.021834432,0
0.000549504,-0.021011904,0
0,-0.020461824,0
0,-0.019501056,0
0,-0.018676224,0
0,-0.01785312,0
0,-0.017028864,0
0,-0.016341696,0
0,-0.01524384,0
0,-0.014969088,0
0,-0.013526784,0
0,-0.013183488,0
0,-0.012085056,0
0,-0.0112608,0
0,-0.010643328,0
0,-0.009887616,0
0,-0.008720064,0
0,-0.00823968,0
0,-0.007347456,0
0,-0.006386112,0
0,-0.005767488,0
0,-0.004943808,0
0,-0.003982464,0
0,-0.003158784,0
0,-0.002608704,0
0,-0.001579968,0
0,-0.00082368,0
0,0.000137088,0
0,0.000687168,0
0,0.001578816,0
0.000549504,0.0026784,0
-0.000549504,0.003020544,0
0,0.004051584,0
0,0.004943808,0
0,0.0056304,0
0,0.006660864,0
0,0.007209216,0
0,0.008103168,0
0,0.009062784,0
0,0.009544896,0
0,0.010711872,0
0,0.011397888,0
0,0.0121536,0
0,0.012840768,0
0,0.014007168,0
0,0.014557248,0
0,0.015448896,0
0,0.01613664,0
0,0.017234496,0
0,0.01785312,0
-0.000549504,0.018539712,0
0.000549504,0.019568448,0
0,0.020462976,0
0,0.021010752,0
0,0.021835584,0
0,0.022934016,0
0,0.023551488,0
0,0.024239232,0
0,0.025062336,0
0,0.026298432,0
0,0.026641728,0
0,0.027740736,0
0,0.028426752,0
0,0.02911392,0
0,0.030212352,0
0,0.030761856,0
0,0.031860288,0
0,0.032272704,0
0,0.033507648,0
0,0.034058304,0
0,0.034881408,0
0.000549504,0.035842752,0
-0.000549504,0.0364608,0
0,0.0373536,0
0,0.038245824,0
0,0.038932992,0
0,0.039894336,0
0,0.040718016,0
0,0.041301504,0
0,0.042263424,0
0,0.043086528,0
0,0.043877376,0
0.000549504,0.044699904,0
-0.000549504,0.045456192,0
0,0.046348416,0
-0.000549504,0.047138688,0
0.000549504,0.047995776,0
0,0.048614976,0
0,0.04954176,0
0,0.050399424,0
0,0.051292224,0
0,0.051910848,0
0,0.0529056,0
0,0.053558784,0
0,0.054450432,0
0,0.055275264,0
0,0.0560304,0
0,0.05685408,0
0,0.05774688,0
0,0.058364928,0
0,0.05946336,0
0,0.060081984,0
0,0.060973632,0
0,0.061592256,0
0,0.062690688,0
0,0.063308736,0
0,0.064338624,0
0,0.064888128,0
0,0.065849472,0
0,0.066466944,0
0.000549504,0.06770304,0
-0.000549504,0.068046912,0
0,0.069213888,0
0,0.069831936,0
-0.000549504,0.070587072,0
0.000549504,0.07161696,0
0,0.072304128,0
0,0.072990144,0
0,0.073951488,0
0,0.074913408,0
0,0.075324672,0
0,0.076561344,0
0,0.077110272,0
0,0.078071616,0
0,0.078758208,0
0,0.079718976,0
0,0.080338176,0
0,0.081367488,0
0,0.081847872,0
0,0.083083968,0
0,0.083564928,0
0,0.08466336,0
0,0.085075776,0
0,0.086105088,0
0,0.087134976,0
0,0.087685056,0
0,0.08857728,0
0,0.08940096,0
-0.000549504,0.090156672,0
0.000549504,0.090980352,0
0,0.091873728,0
0,0.092490624,0
0,0.093589632,0
0,0.094139712,0
0,0.095099904,0
0,0.095856192,0
0,0.09674784,0
0,0.097572672,0
0,0.097983936,0
0.000549504,0.099426816,0
-0.000549504,0.099975168,0
0.000549504,0.100250496,0
-0.000549504,0.102172608,0
0,0.102173184,0
0,0.103133952,0
0,0.103958208,0
0,0.104918976,0
0,0.105469056,0
0,0.106705152,0
0,0.106978752,0
-0.000549504,0.108353088,0
0.000549504,0.108627264,0
0,0.109725696,0
0,0.110549952,0
0,0.111099456,0
0,0.112609728,0
0,0.112609728,0
0,0.113708736,0
0,0.114807168,0
0,0.115081344,0
0,0.116318592,0
0,0.058364352,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
